d,h,od,dit,prd
7,14,Versailles-Cht-PtChatillon,57.2,1
7,15,PontNeuilly-StGermainLay,31.0,1
7,15,PtAuteuil-StGermainLay,48.5,1
7,15,PtAuteuil-Versailles-Cht,40.5,1
7,15,PtChatillon-Versailles-Cht,43.0,1
7,15,StGermainLay-PontNeuilly,19.2,1
7,15,StGermainLay-PtAuteuil,42.0,1
7,15,Versailles-Cht-PtAuteuil,36.0,1
7,15,Versailles-Cht-PtChatillon,55.8,1
7,16,PontNeuilly-StGermainLay,35.0,2
7,16,PtAuteuil-StGermainLay,52.0,2
7,16,PtAuteuil-Versailles-Cht,48.2,2
7,16,PtChatillon-Versailles-Cht,51.2,2
7,16,StGermainLay-PontNeuilly,20.0,2
7,16,StGermainLay-PtAuteuil,41.8,2
7,16,Versailles-Cht-PtAuteuil,34.5,2
7,16,Versailles-Cht-PtChatillon,60.0,2
7,17,PontNeuilly-StGermainLay,42.2,2
7,17,PtAuteuil-StGermainLay,63.5,2
7,17,PtAuteuil-Versailles-Cht,51.0,2
7,17,PtChatillon-Versailles-Cht,63.2,2
7,17,StGermainLay-PontNeuilly,20.2,2
7,17,StGermainLay-PtAuteuil,41.0,2
7,17,Versailles-Cht-PtAuteuil,38.8,2
7,17,Versailles-Cht-PtChatillon,60.0,2
7,18,PontNeuilly-StGermainLay,38.2,2
7,18,PtAuteuil-StGermainLay,63.2,2
7,18,PtAuteuil-Versailles-Cht,46.5,2
7,18,PtChatillon-Versailles-Cht,53.5,2
7,18,StGermainLay-PontNeuilly,21.0,2
7,18,StGermainLay-PtAuteuil,43.0,2
7,18,Versailles-Cht-PtAuteuil,40.0,2
7,18,Versailles-Cht-PtChatillon,62.2,2
7,19,PontNeuilly-StGermainLay,30.2,2
7,19,PtAuteuil-StGermainLay,52.8,2
7,19,PtAuteuil-Versailles-Cht,46.0,2
7,19,PtChatillon-Versailles-Cht,52.5,2
7,19,StGermainLay-PontNeuilly,20.2,2
7,19,StGermainLay-PtAuteuil,42.0,2
7,19,Versailles-Cht-PtAuteuil,37.5,2
7,19,Versailles-Cht-PtChatillon,51.0,2
7,20,PontNeuilly-StGermainLay,24.0,-1
7,20,PtAuteuil-StGermainLay,43.0,-1
7,20,PtAuteuil-Versailles-Cht,38.0,-1
7,20,PtChatillon-Versailles-Cht,40.2,-1
7,20,StGermainLay-PontNeuilly,19.5,-1
7,20,StGermainLay-PtAuteuil,37.5,-1
7,20,Versailles-Cht-PtAuteuil,34.0,-1
7,20,Versailles-Cht-PtChatillon,42.8,-1
7,21,PontNeuilly-StGermainLay,20.2,-1
7,21,PtAuteuil-StGermainLay,31.8,-1
7,21,PtAuteuil-Versailles-Cht,30.0,-1
7,21,PtChatillon-Versailles-Cht,33.5,-1
7,21,StGermainLay-PontNeuilly,18.0,-1
7,21,StGermainLay-PtAuteuil,31.0,-1
7,21,Versailles-Cht-PtAuteuil,27.8,-1
7,21,Versailles-Cht-PtChatillon,31.0,-1
8,6,PontNeuilly-StGermainLay,18.8,0
8,6,PtAuteuil-StGermainLay,29.5,0
8,6,PtAuteuil-Versailles-Cht,24.5,0
8,6,PtChatillon-Versailles-Cht,30.5,0
8,6,StGermainLay-PontNeuilly,16.0,0
8,6,StGermainLay-PtAuteuil,30.0,0
8,6,Versailles-Cht-PtAuteuil,25.0,0
8,6,Versailles-Cht-PtChatillon,27.8,0
8,7,PontNeuilly-StGermainLay,19.0,0
8,7,PtAuteuil-StGermainLay,29.2,0
8,7,PtAuteuil-Versailles-Cht,26.5,0
8,7,PtChatillon-Versailles-Cht,30.5,0
8,7,StGermainLay-PontNeuilly,16.5,0
8,7,StGermainLay-PtAuteuil,27.2,0
8,7,Versailles-Cht-PtAuteuil,22.2,0
8,7,Versailles-Cht-PtChatillon,25.0,0
8,8,PontNeuilly-StGermainLay,20.0,0
8,8,PtAuteuil-StGermainLay,27.2,0
8,8,PtAuteuil-Versailles-Cht,27.8,0
8,8,PtChatillon-Versailles-Cht,31.0,0
8,8,StGermainLay-PontNeuilly,17.2,0
8,8,StGermainLay-PtAuteuil,29.5,0
8,8,Versailles-Cht-PtAuteuil,25.5,0
8,8,Versailles-Cht-PtChatillon,31.2,0
8,9,PontNeuilly-StGermainLay,21.8,0
8,9,PtAuteuil-StGermainLay,30.0,0
8,9,PtAuteuil-Versailles-Cht,31.2,0
8,9,PtChatillon-Versailles-Cht,33.8,0
8,9,StGermainLay-PontNeuilly,18.2,0
8,9,StGermainLay-PtAuteuil,32.0,0
8,9,Versailles-Cht-PtAuteuil,27.8,0
8,9,Versailles-Cht-PtChatillon,35.2,0
8,10,PontNeuilly-StGermainLay,22.5,1
8,10,PtAuteuil-StGermainLay,35.0,1
8,10,PtAuteuil-Versailles-Cht,34.8,1
8,10,PtChatillon-Versailles-Cht,39.5,1
8,10,StGermainLay-PontNeuilly,19.0,1
8,10,StGermainLay-PtAuteuil,33.0,1
8,10,Versailles-Cht-PtAuteuil,31.0,1
8,10,Versailles-Cht-PtChatillon,41.2,1
8,11,PontNeuilly-StGermainLay,23.5,1
8,11,PtAuteuil-StGermainLay,36.2,1
8,11,PtAuteuil-Versailles-Cht,35.5,1
8,11,PtChatillon-Versailles-Cht,44.8,1
8,11,StGermainLay-PontNeuilly,20.0,1
8,11,StGermainLay-PtAuteuil,34.8,1
8,11,Versailles-Cht-PtAuteuil,33.2,1
8,11,Versailles-Cht-PtChatillon,45.5,1
8,12,PontNeuilly-StGermainLay,25.2,1
8,12,PtAuteuil-StGermainLay,39.8,1
8,12,PtAuteuil-Versailles-Cht,37.0,1
8,12,PtChatillon-Versailles-Cht,42.0,1
8,12,StGermainLay-PontNeuilly,20.0,1
8,12,StGermainLay-PtAuteuil,36.2,1
8,12,Versailles-Cht-PtAuteuil,34.0,1
8,12,Versailles-Cht-PtChatillon,45.2,1
8,13,PontNeuilly-StGermainLay,24.5,1
8,13,PtAuteuil-StGermainLay,38.5,1
8,13,PtAuteuil-Versailles-Cht,36.0,1
8,13,PtChatillon-Versailles-Cht,39.8,1
8,13,StGermainLay-PontNeuilly,18.8,1
8,13,StGermainLay-PtAuteuil,35.2,1
8,13,Versailles-Cht-PtAuteuil,33.0,1
8,13,Versailles-Cht-PtChatillon,41.8,1
8,14,PontNeuilly-StGermainLay,23.5,1
8,14,PtAuteuil-StGermainLay,37.0,1
8,14,PtAuteuil-Versailles-Cht,34.8,1
8,14,PtChatillon-Versailles-Cht,39.0,1
8,14,StGermainLay-PontNeuilly,19.2,1
8,14,StGermainLay-PtAuteuil,35.0,1
8,14,Versailles-Cht-PtAuteuil,31.5,1
8,14,Versailles-Cht-PtChatillon,43.5,1
8,15,PontNeuilly-StGermainLay,23.0,1
8,15,PtAuteuil-StGermainLay,36.0,1
8,15,PtAuteuil-Versailles-Cht,35.5,1
8,15,PtChatillon-Versailles-Cht,39.2,1
8,15,StGermainLay-PontNeuilly,19.8,1
8,15,StGermainLay-PtAuteuil,34.0,1
8,15,Versailles-Cht-PtAuteuil,31.8,1
8,15,Versailles-Cht-PtChatillon,44.0,1
8,16,PontNeuilly-StGermainLay,23.2,2
8,16,PtAuteuil-StGermainLay,35.8,2
8,16,PtAuteuil-Versailles-Cht,34.5,2
8,16,PtChatillon-Versailles-Cht,38.0,2
8,16,StGermainLay-PontNeuilly,20.0,2
8,16,StGermainLay-PtAuteuil,34.2,2
8,16,Versailles-Cht-PtAuteuil,33.0,2
8,16,Versailles-Cht-PtChatillon,41.8,2
8,17,PontNeuilly-StGermainLay,23.2,2
8,17,PtAuteuil-StGermainLay,36.8,2
8,17,PtAuteuil-Versailles-Cht,34.8,2
8,17,PtChatillon-Versailles-Cht,38.8,2
8,17,StGermainLay-PontNeuilly,21.0,2
8,17,StGermainLay-PtAuteuil,40.0,2
8,17,Versailles-Cht-PtAuteuil,36.0,2
8,17,Versailles-Cht-PtChatillon,45.0,2
8,18,PontNeuilly-StGermainLay,23.2,2
8,18,PtAuteuil-StGermainLay,36.8,2
8,18,PtAuteuil-Versailles-Cht,34.5,2
8,18,PtChatillon-Versailles-Cht,39.0,2
8,18,StGermainLay-PontNeuilly,21.8,2
8,18,StGermainLay-PtAuteuil,38.8,2
8,18,Versailles-Cht-PtAuteuil,37.5,2
8,18,Versailles-Cht-PtChatillon,48.8,2
8,19,PontNeuilly-StGermainLay,25.2,2
8,19,PtAuteuil-StGermainLay,34.8,2
8,19,PtAuteuil-Versailles-Cht,33.5,2
8,19,PtChatillon-Versailles-Cht,38.0,2
8,19,StGermainLay-PontNeuilly,22.2,2
8,19,StGermainLay-PtAuteuil,42.2,2
8,19,Versailles-Cht-PtAuteuil,34.2,2
8,19,Versailles-Cht-PtChatillon,44.8,2
8,20,PontNeuilly-StGermainLay,21.2,-1
8,20,PtAuteuil-StGermainLay,31.5,-1
8,20,PtAuteuil-Versailles-Cht,31.5,-1
8,20,PtChatillon-Versailles-Cht,34.8,-1
8,20,StGermainLay-PontNeuilly,18.5,-1
8,20,StGermainLay-PtAuteuil,34.0,-1
8,20,Versailles-Cht-PtAuteuil,30.5,-1
8,20,Versailles-Cht-PtChatillon,37.0,-1
8,21,PontNeuilly-StGermainLay,20.0,-1
8,21,PtAuteuil-StGermainLay,27.8,-1
8,21,PtAuteuil-Versailles-Cht,29.2,-1
8,21,PtChatillon-Versailles-Cht,32.5,-1
8,21,StGermainLay-PontNeuilly,18.0,-1
8,21,StGermainLay-PtAuteuil,31.2,-1
8,21,Versailles-Cht-PtAuteuil,27.5,-1
8,21,Versailles-Cht-PtChatillon,33.5,-1
9,6,PontNeuilly-StGermainLay,18.8,0
9,6,PtAuteuil-StGermainLay,24.2,0
9,6,PtAuteuil-Versailles-Cht,24.2,0
9,6,PtChatillon-Versailles-Cht,26.5,0
9,6,StGermainLay-PontNeuilly,16.0,0
9,6,StGermainLay-PtAuteuil,23.5,0
9,6,Versailles-Cht-PtAuteuil,19.2,0
9,6,Versailles-Cht-PtChatillon,23.0,0
9,7,PontNeuilly-StGermainLay,19.0,0
9,7,PtAuteuil-StGermainLay,24.8,0
9,7,PtAuteuil-Versailles-Cht,24.2,0
9,7,PtChatillon-Versailles-Cht,27.2,0
9,7,StGermainLay-PontNeuilly,16.0,0
9,7,StGermainLay-PtAuteuil,23.8,0
9,7,Versailles-Cht-PtAuteuil,19.5,0
9,7,Versailles-Cht-PtChatillon,23.5,0
9,8,PontNeuilly-StGermainLay,19.5,0
9,8,PtAuteuil-StGermainLay,25.5,0
9,8,PtAuteuil-Versailles-Cht,25.8,0
9,8,PtChatillon-Versailles-Cht,28.5,0
9,8,StGermainLay-PontNeuilly,16.5,0
9,8,StGermainLay-PtAuteuil,25.2,0
9,8,Versailles-Cht-PtAuteuil,20.2,0
9,8,Versailles-Cht-PtChatillon,24.0,0
9,9,PontNeuilly-StGermainLay,20.8,0
9,9,PtAuteuil-StGermainLay,26.5,0
9,9,PtAuteuil-Versailles-Cht,28.0,0
9,9,PtChatillon-Versailles-Cht,30.5,0
9,9,StGermainLay-PontNeuilly,17.0,0
9,9,StGermainLay-PtAuteuil,28.8,0
9,9,Versailles-Cht-PtAuteuil,26.0,0
9,9,Versailles-Cht-PtChatillon,31.2,0
9,10,PontNeuilly-StGermainLay,21.0,1
9,10,PtAuteuil-StGermainLay,28.0,1
9,10,PtAuteuil-Versailles-Cht,30.8,1
9,10,PtChatillon-Versailles-Cht,33.5,1
9,10,StGermainLay-PontNeuilly,18.0,1
9,10,StGermainLay-PtAuteuil,31.0,1
9,10,Versailles-Cht-PtAuteuil,27.2,1
9,10,Versailles-Cht-PtChatillon,34.8,1
9,11,PontNeuilly-StGermainLay,21.5,1
9,11,PtAuteuil-StGermainLay,35.0,1
9,11,PtAuteuil-Versailles-Cht,35.0,1
9,11,PtChatillon-Versailles-Cht,39.0,1
9,11,StGermainLay-PontNeuilly,18.5,1
9,11,StGermainLay-PtAuteuil,34.0,1
9,11,Versailles-Cht-PtAuteuil,30.2,1
9,11,Versailles-Cht-PtChatillon,42.5,1
9,12,PontNeuilly-StGermainLay,23.5,1
9,12,PtAuteuil-StGermainLay,38.2,1
9,12,PtAuteuil-Versailles-Cht,37.2,1
9,12,PtChatillon-Versailles-Cht,38.5,1
9,12,StGermainLay-PontNeuilly,19.5,1
9,12,StGermainLay-PtAuteuil,36.5,1
9,12,Versailles-Cht-PtAuteuil,32.8,1
9,12,Versailles-Cht-PtChatillon,41.2,1
9,13,PontNeuilly-StGermainLay,22.5,1
9,13,PtAuteuil-StGermainLay,32.5,1
9,13,PtAuteuil-Versailles-Cht,33.5,1
9,13,PtChatillon-Versailles-Cht,35.5,1
9,13,StGermainLay-PontNeuilly,18.2,1
9,13,StGermainLay-PtAuteuil,36.2,1
9,13,Versailles-Cht-PtAuteuil,30.5,1
9,13,Versailles-Cht-PtChatillon,35.2,1
9,14,PontNeuilly-StGermainLay,22.2,1
9,14,PtAuteuil-StGermainLay,29.0,1
9,14,PtAuteuil-Versailles-Cht,32.0,1
9,14,PtChatillon-Versailles-Cht,35.2,1
9,14,StGermainLay-PontNeuilly,18.0,1
9,14,StGermainLay-PtAuteuil,38.5,1
9,14,Versailles-Cht-PtAuteuil,31.5,1
9,14,Versailles-Cht-PtChatillon,40.2,1
9,15,PontNeuilly-StGermainLay,24.2,1
9,15,PtAuteuil-StGermainLay,33.0,1
9,15,PtAuteuil-Versailles-Cht,33.8,1
9,15,PtChatillon-Versailles-Cht,41.5,1
9,15,StGermainLay-PontNeuilly,18.8,1
9,15,StGermainLay-PtAuteuil,41.5,1
9,15,Versailles-Cht-PtAuteuil,33.2,1
9,15,Versailles-Cht-PtChatillon,46.8,1
9,16,PontNeuilly-StGermainLay,22.0,2
9,16,PtAuteuil-StGermainLay,31.8,2
9,16,PtAuteuil-Versailles-Cht,33.8,2
9,16,PtChatillon-Versailles-Cht,36.8,2
9,16,StGermainLay-PontNeuilly,21.0,2
9,16,StGermainLay-PtAuteuil,43.2,2
9,16,Versailles-Cht-PtAuteuil,33.2,2
9,16,Versailles-Cht-PtChatillon,48.2,2
9,17,PontNeuilly-StGermainLay,23.0,2
9,17,PtAuteuil-StGermainLay,32.0,2
9,17,PtAuteuil-Versailles-Cht,33.2,2
9,17,PtChatillon-Versailles-Cht,36.2,2
9,17,StGermainLay-PontNeuilly,23.2,2
9,17,StGermainLay-PtAuteuil,43.2,2
9,17,Versailles-Cht-PtAuteuil,37.5,2
9,17,Versailles-Cht-PtChatillon,54.2,2
9,18,PontNeuilly-StGermainLay,23.5,2
9,18,PtAuteuil-StGermainLay,31.5,2
9,18,PtAuteuil-Versailles-Cht,33.8,2
9,18,PtChatillon-Versailles-Cht,37.0,2
9,18,StGermainLay-PontNeuilly,25.0,2
9,18,StGermainLay-PtAuteuil,44.0,2
9,18,Versailles-Cht-PtAuteuil,39.5,2
9,18,Versailles-Cht-PtChatillon,52.8,2
9,19,PontNeuilly-StGermainLay,21.8,2
9,19,PtAuteuil-StGermainLay,30.5,2
9,19,PtAuteuil-Versailles-Cht,32.2,2
9,19,PtChatillon-Versailles-Cht,34.5,2
9,19,StGermainLay-PontNeuilly,21.8,2
9,19,StGermainLay-PtAuteuil,40.5,2
9,19,Versailles-Cht-PtAuteuil,35.2,2
9,19,Versailles-Cht-PtChatillon,45.8,2
9,20,PontNeuilly-StGermainLay,20.2,-1
9,20,PtAuteuil-StGermainLay,29.2,-1
9,20,PtAuteuil-Versailles-Cht,31.0,-1
9,20,PtChatillon-Versailles-Cht,32.2,-1
9,20,StGermainLay-PontNeuilly,19.0,-1
9,20,StGermainLay-PtAuteuil,36.5,-1
9,20,Versailles-Cht-PtAuteuil,29.0,-1
9,20,Versailles-Cht-PtChatillon,35.2,-1
9,21,PontNeuilly-StGermainLay,19.8,-1
9,21,PtAuteuil-StGermainLay,29.0,-1
9,21,PtAuteuil-Versailles-Cht,28.8,-1
9,21,PtChatillon-Versailles-Cht,32.5,-1
9,21,StGermainLay-PontNeuilly,17.5,-1
9,21,StGermainLay-PtAuteuil,31.5,-1
9,21,Versailles-Cht-PtAuteuil,27.2,-1
9,21,Versailles-Cht-PtChatillon,33.0,-1
10,6,PontNeuilly-StGermainLay,20.0,0
10,6,PtAuteuil-StGermainLay,25.5,0
10,6,PtAuteuil-Versailles-Cht,26.8,0
10,6,PtChatillon-Versailles-Cht,30.2,0
10,6,StGermainLay-PontNeuilly,20.2,0
10,6,StGermainLay-PtAuteuil,35.5,0
10,6,Versailles-Cht-PtAuteuil,27.5,0
10,6,Versailles-Cht-PtChatillon,32.8,0
10,7,PontNeuilly-StGermainLay,25.8,0
10,7,PtAuteuil-StGermainLay,32.5,0
10,7,PtAuteuil-Versailles-Cht,32.8,0
10,7,PtChatillon-Versailles-Cht,37.5,0
10,7,StGermainLay-PontNeuilly,30.2,0
10,7,StGermainLay-PtAuteuil,54.0,0
10,7,Versailles-Cht-PtAuteuil,39.2,0
10,7,Versailles-Cht-PtChatillon,58.5,0
10,8,PontNeuilly-StGermainLay,30.5,0
10,8,PtAuteuil-StGermainLay,43.8,0
10,8,PtAuteuil-Versailles-Cht,40.5,0
10,8,PtChatillon-Versailles-Cht,48.2,0
10,8,StGermainLay-PontNeuilly,32.2,0
10,8,StGermainLay-PtAuteuil,55.8,0
10,8,Versailles-Cht-PtAuteuil,44.0,0
10,8,Versailles-Cht-PtChatillon,63.0,0
10,9,PontNeuilly-StGermainLay,26.2,0
10,9,PtAuteuil-StGermainLay,40.2,0
10,9,PtAuteuil-Versailles-Cht,35.5,0
10,9,PtChatillon-Versailles-Cht,43.5,0
10,9,StGermainLay-PontNeuilly,24.2,0
10,9,StGermainLay-PtAuteuil,44.0,0
10,9,Versailles-Cht-PtAuteuil,36.2,0
10,9,Versailles-Cht-PtChatillon,48.8,0
10,10,PontNeuilly-StGermainLay,24.0,1
10,10,PtAuteuil-StGermainLay,31.2,1
10,10,PtAuteuil-Versailles-Cht,31.5,1
10,10,PtChatillon-Versailles-Cht,35.0,1
10,10,StGermainLay-PontNeuilly,19.2,1
10,10,StGermainLay-PtAuteuil,35.8,1
10,10,Versailles-Cht-PtAuteuil,31.5,1
10,10,Versailles-Cht-PtChatillon,41.2,1
10,11,PontNeuilly-StGermainLay,23.2,1
10,11,PtAuteuil-StGermainLay,30.8,1
10,11,PtAuteuil-Versailles-Cht,31.0,1
10,11,PtChatillon-Versailles-Cht,34.8,1
10,11,StGermainLay-PontNeuilly,19.0,1
10,11,StGermainLay-PtAuteuil,34.2,1
10,11,Versailles-Cht-PtAuteuil,30.5,1
10,11,Versailles-Cht-PtChatillon,38.0,1
10,12,PontNeuilly-StGermainLay,22.2,1
10,12,PtAuteuil-StGermainLay,31.5,1
10,12,PtAuteuil-Versailles-Cht,31.2,1
10,12,PtChatillon-Versailles-Cht,35.8,1
10,12,StGermainLay-PontNeuilly,18.5,1
10,12,StGermainLay-PtAuteuil,33.8,1
10,12,Versailles-Cht-PtAuteuil,29.5,1
10,12,Versailles-Cht-PtChatillon,39.0,1
10,13,PontNeuilly-StGermainLay,22.0,1
10,13,PtAuteuil-StGermainLay,32.2,1
10,13,PtAuteuil-Versailles-Cht,31.2,1
10,13,PtChatillon-Versailles-Cht,34.8,1
10,13,StGermainLay-PontNeuilly,19.0,1
10,13,StGermainLay-PtAuteuil,33.5,1
10,13,Versailles-Cht-PtAuteuil,28.2,1
10,13,Versailles-Cht-PtChatillon,36.0,1
10,14,PontNeuilly-StGermainLay,22.0,1
10,14,PtAuteuil-StGermainLay,32.0,1
10,14,PtAuteuil-Versailles-Cht,31.8,1
10,14,PtChatillon-Versailles-Cht,36.5,1
10,14,StGermainLay-PontNeuilly,18.8,1
10,14,StGermainLay-PtAuteuil,33.5,1
10,14,Versailles-Cht-PtAuteuil,30.5,1
10,14,Versailles-Cht-PtChatillon,40.5,1
10,15,PontNeuilly-StGermainLay,23.8,1
10,15,PtAuteuil-StGermainLay,36.2,1
10,15,PtAuteuil-Versailles-Cht,35.8,1
10,15,PtChatillon-Versailles-Cht,39.8,1
10,15,StGermainLay-PontNeuilly,19.0,1
10,15,StGermainLay-PtAuteuil,32.8,1
10,15,Versailles-Cht-PtAuteuil,31.2,1
10,15,Versailles-Cht-PtChatillon,46.0,1
10,16,PontNeuilly-StGermainLay,28.2,2
10,16,PtAuteuil-StGermainLay,44.2,2
10,16,PtAuteuil-Versailles-Cht,38.0,2
10,16,PtChatillon-Versailles-Cht,43.0,2
10,16,StGermainLay-PontNeuilly,19.2,2
10,16,StGermainLay-PtAuteuil,34.0,2
10,16,Versailles-Cht-PtAuteuil,33.8,2
10,16,Versailles-Cht-PtChatillon,50.5,2
10,17,PontNeuilly-StGermainLay,36.0,2
10,17,PtAuteuil-StGermainLay,51.2,2
10,17,PtAuteuil-Versailles-Cht,45.8,2
10,17,PtChatillon-Versailles-Cht,49.0,2
10,17,StGermainLay-PontNeuilly,20.0,2
10,17,StGermainLay-PtAuteuil,35.2,2
10,17,Versailles-Cht-PtAuteuil,34.2,2
10,17,Versailles-Cht-PtChatillon,56.2,2
10,18,PontNeuilly-StGermainLay,39.8,2
10,18,PtAuteuil-StGermainLay,54.0,2
10,18,PtAuteuil-Versailles-Cht,45.5,2
10,18,PtChatillon-Versailles-Cht,48.2,2
10,18,StGermainLay-PontNeuilly,19.8,2
10,18,StGermainLay-PtAuteuil,36.8,2
10,18,Versailles-Cht-PtAuteuil,33.2,2
10,18,Versailles-Cht-PtChatillon,52.5,2
10,19,PontNeuilly-StGermainLay,32.0,2
10,19,PtAuteuil-StGermainLay,42.2,2
10,19,PtAuteuil-Versailles-Cht,39.5,2
10,19,PtChatillon-Versailles-Cht,42.8,2
10,19,StGermainLay-PontNeuilly,18.0,2
10,19,StGermainLay-PtAuteuil,33.0,2
10,19,Versailles-Cht-PtAuteuil,29.2,2
10,19,Versailles-Cht-PtChatillon,42.2,2
10,20,PontNeuilly-StGermainLay,21.5,-1
10,20,PtAuteuil-StGermainLay,29.5,-1
10,20,PtAuteuil-Versailles-Cht,30.2,-1
10,20,PtChatillon-Versailles-Cht,32.2,-1
10,20,StGermainLay-PontNeuilly,18.0,-1
10,20,StGermainLay-PtAuteuil,29.8,-1
10,20,Versailles-Cht-PtAuteuil,26.5,-1
10,20,Versailles-Cht-PtChatillon,30.8,-1
10,21,PontNeuilly-StGermainLay,19.0,-1
10,21,PtAuteuil-StGermainLay,25.5,-1
10,21,PtAuteuil-Versailles-Cht,27.0,-1
10,21,PtChatillon-Versailles-Cht,29.5,-1
10,21,StGermainLay-PontNeuilly,20.2,-1
10,21,StGermainLay-PtAuteuil,31.0,-1
10,21,Versailles-Cht-PtAuteuil,25.2,-1
10,21,Versailles-Cht-PtChatillon,31.0,-1
11,6,PontNeuilly-StGermainLay,20.2,0
11,6,PtAuteuil-StGermainLay,25.8,0
11,6,PtAuteuil-Versailles-Cht,26.8,0
11,6,PtChatillon-Versailles-Cht,30.0,0
11,6,StGermainLay-PontNeuilly,20.8,0
11,6,StGermainLay-PtAuteuil,36.0,0
11,6,Versailles-Cht-PtAuteuil,29.0,0
11,6,Versailles-Cht-PtChatillon,35.5,0
11,7,PontNeuilly-StGermainLay,26.2,0
11,7,PtAuteuil-StGermainLay,33.8,0
