d,h,od,dit,prd
11,7,PtAuteuil-Versailles-Cht,34.0,0
11,7,PtChatillon-Versailles-Cht,42.5,0
11,7,StGermainLay-PontNeuilly,32.8,0
11,7,StGermainLay-PtAuteuil,61.8,0
11,7,Versailles-Cht-PtAuteuil,45.5,0
11,7,Versailles-Cht-PtChatillon,64.5,0
11,8,PontNeuilly-StGermainLay,35.3,0
11,8,PtAuteuil-StGermainLay,47.0,0
11,8,PtAuteuil-Versailles-Cht,38.3,0
11,8,PtChatillon-Versailles-Cht,47.7,0
11,8,StGermainLay-PontNeuilly,36.3,0
11,8,StGermainLay-PtAuteuil,62.3,0
11,8,Versailles-Cht-PtAuteuil,53.0,0
11,8,Versailles-Cht-PtChatillon,73.3,0
11,9,PontNeuilly-StGermainLay,27.5,0
11,9,PtAuteuil-StGermainLay,39.0,0
11,9,PtAuteuil-Versailles-Cht,34.0,0
11,9,PtChatillon-Versailles-Cht,41.0,0
11,9,StGermainLay-PontNeuilly,25.0,0
11,9,StGermainLay-PtAuteuil,42.0,0
11,9,Versailles-Cht-PtAuteuil,36.5,0
11,9,Versailles-Cht-PtChatillon,44.0,0
11,10,PontNeuilly-StGermainLay,24.0,1
11,10,PtAuteuil-StGermainLay,30.8,1
11,10,PtAuteuil-Versailles-Cht,32.2,1
11,10,PtChatillon-Versailles-Cht,38.0,1
11,10,StGermainLay-PontNeuilly,21.0,1
11,10,StGermainLay-PtAuteuil,39.0,1
11,10,Versailles-Cht-PtAuteuil,34.8,1
11,10,Versailles-Cht-PtChatillon,43.8,1
11,11,PontNeuilly-StGermainLay,23.2,1
11,11,PtAuteuil-StGermainLay,33.2,1
11,11,PtAuteuil-Versailles-Cht,33.2,1
11,11,PtChatillon-Versailles-Cht,38.0,1
11,11,StGermainLay-PontNeuilly,19.0,1
11,11,StGermainLay-PtAuteuil,36.0,1
11,11,Versailles-Cht-PtAuteuil,32.0,1
11,11,Versailles-Cht-PtChatillon,41.5,1
11,12,PontNeuilly-StGermainLay,23.2,1
11,12,PtAuteuil-StGermainLay,32.8,1
11,12,PtAuteuil-Versailles-Cht,32.8,1
11,12,PtChatillon-Versailles-Cht,38.5,1
11,12,StGermainLay-PontNeuilly,19.2,1
11,12,StGermainLay-PtAuteuil,35.0,1
11,12,Versailles-Cht-PtAuteuil,32.5,1
11,12,Versailles-Cht-PtChatillon,40.0,1
11,13,PontNeuilly-StGermainLay,22.0,1
11,13,PtAuteuil-StGermainLay,34.8,1
11,13,PtAuteuil-Versailles-Cht,33.2,1
11,13,PtChatillon-Versailles-Cht,38.8,1
11,13,StGermainLay-PontNeuilly,18.8,1
11,13,StGermainLay-PtAuteuil,32.5,1
11,13,Versailles-Cht-PtAuteuil,30.2,1
11,13,Versailles-Cht-PtChatillon,40.0,1
11,14,PontNeuilly-StGermainLay,23.5,1
11,14,PtAuteuil-StGermainLay,35.0,1
11,14,PtAuteuil-Versailles-Cht,34.0,1
11,14,PtChatillon-Versailles-Cht,41.0,1
11,14,StGermainLay-PontNeuilly,19.0,1
11,14,StGermainLay-PtAuteuil,33.0,1
11,14,Versailles-Cht-PtAuteuil,30.0,1
11,14,Versailles-Cht-PtChatillon,39.8,1
11,15,PontNeuilly-StGermainLay,24.2,1
11,15,PtAuteuil-StGermainLay,38.2,1
11,15,PtAuteuil-Versailles-Cht,38.0,1
11,15,PtChatillon-Versailles-Cht,43.2,1
11,15,StGermainLay-PontNeuilly,18.8,1
11,15,StGermainLay-PtAuteuil,32.2,1
11,15,Versailles-Cht-PtAuteuil,30.5,1
11,15,Versailles-Cht-PtChatillon,44.8,1
11,16,PontNeuilly-StGermainLay,29.5,2
11,16,PtAuteuil-StGermainLay,45.8,2
11,16,PtAuteuil-Versailles-Cht,39.8,2
11,16,PtChatillon-Versailles-Cht,46.8,2
11,16,StGermainLay-PontNeuilly,19.8,2
11,16,StGermainLay-PtAuteuil,35.2,2
11,16,Versailles-Cht-PtAuteuil,33.2,2
11,16,Versailles-Cht-PtChatillon,56.8,2
11,17,PontNeuilly-StGermainLay,39.8,2
11,17,PtAuteuil-StGermainLay,62.0,2
11,17,PtAuteuil-Versailles-Cht,47.2,2
11,17,PtChatillon-Versailles-Cht,52.0,2
11,17,StGermainLay-PontNeuilly,20.2,2
11,17,StGermainLay-PtAuteuil,37.8,2
11,17,Versailles-Cht-PtAuteuil,36.2,2
11,17,Versailles-Cht-PtChatillon,58.8,2
11,18,PontNeuilly-StGermainLay,39.2,2
11,18,PtAuteuil-StGermainLay,52.0,2
11,18,PtAuteuil-Versailles-Cht,46.8,2
11,18,PtChatillon-Versailles-Cht,55.0,2
11,18,StGermainLay-PontNeuilly,20.5,2
11,18,StGermainLay-PtAuteuil,39.8,2
11,18,Versailles-Cht-PtAuteuil,35.2,2
11,18,Versailles-Cht-PtChatillon,54.5,2
11,19,PontNeuilly-StGermainLay,36.2,2
11,19,PtAuteuil-StGermainLay,46.5,2
11,19,PtAuteuil-Versailles-Cht,42.5,2
11,19,PtChatillon-Versailles-Cht,43.5,2
11,19,StGermainLay-PontNeuilly,18.8,2
11,19,StGermainLay-PtAuteuil,33.2,2
11,19,Versailles-Cht-PtAuteuil,29.5,2
11,19,Versailles-Cht-PtChatillon,40.8,2
11,20,PontNeuilly-StGermainLay,22.2,-1
11,20,PtAuteuil-StGermainLay,29.2,-1
11,20,PtAuteuil-Versailles-Cht,31.0,-1
11,20,PtChatillon-Versailles-Cht,33.8,-1
11,20,StGermainLay-PontNeuilly,18.0,-1
11,20,StGermainLay-PtAuteuil,29.8,-1
11,20,Versailles-Cht-PtAuteuil,26.0,-1
11,20,Versailles-Cht-PtChatillon,31.8,-1
11,21,PontNeuilly-StGermainLay,19.0,-1
11,21,PtAuteuil-StGermainLay,25.8,-1
11,21,PtAuteuil-Versailles-Cht,27.8,-1
11,21,PtChatillon-Versailles-Cht,30.8,-1
11,21,StGermainLay-PontNeuilly,17.0,-1
11,21,StGermainLay-PtAuteuil,28.0,-1
11,21,Versailles-Cht-PtAuteuil,25.2,-1
11,21,Versailles-Cht-PtChatillon,31.8,-1
12,6,PontNeuilly-StGermainLay,25.0,0
12,6,PtAuteuil-StGermainLay,30.5,0
12,6,PtAuteuil-Versailles-Cht,27.2,0
12,6,PtChatillon-Versailles-Cht,31.8,0
12,6,StGermainLay-PontNeuilly,19.0,0
12,6,StGermainLay-PtAuteuil,34.5,0
12,6,Versailles-Cht-PtAuteuil,27.5,0
12,6,Versailles-Cht-PtChatillon,33.8,0
12,7,PontNeuilly-StGermainLay,35.2,0
12,7,PtAuteuil-StGermainLay,38.2,0
12,7,PtAuteuil-Versailles-Cht,33.0,0
12,7,PtChatillon-Versailles-Cht,38.0,0
12,7,StGermainLay-PontNeuilly,30.8,0
12,7,StGermainLay-PtAuteuil,52.5,0
12,7,Versailles-Cht-PtAuteuil,37.5,0
12,7,Versailles-Cht-PtChatillon,53.5,0
12,8,PontNeuilly-StGermainLay,36.5,0
12,8,PtAuteuil-StGermainLay,42.8,0
12,8,PtAuteuil-Versailles-Cht,37.8,0
12,8,PtChatillon-Versailles-Cht,42.8,0
12,8,StGermainLay-PontNeuilly,26.5,0
12,8,StGermainLay-PtAuteuil,47.8,0
12,8,Versailles-Cht-PtAuteuil,40.8,0
12,8,Versailles-Cht-PtChatillon,58.8,0
12,9,PontNeuilly-StGermainLay,29.2,0
12,9,PtAuteuil-StGermainLay,37.5,0
12,9,PtAuteuil-Versailles-Cht,36.0,0
12,9,PtChatillon-Versailles-Cht,40.5,0
12,9,StGermainLay-PontNeuilly,20.2,0
12,9,StGermainLay-PtAuteuil,39.5,0
12,9,Versailles-Cht-PtAuteuil,36.2,0
12,9,Versailles-Cht-PtChatillon,46.8,0
12,10,PontNeuilly-StGermainLay,24.2,1
12,10,PtAuteuil-StGermainLay,33.5,1
12,10,PtAuteuil-Versailles-Cht,33.0,1
12,10,PtChatillon-Versailles-Cht,36.2,1
12,10,StGermainLay-PontNeuilly,19.0,1
12,10,StGermainLay-PtAuteuil,37.0,1
12,10,Versailles-Cht-PtAuteuil,32.8,1
12,10,Versailles-Cht-PtChatillon,41.5,1
12,11,PontNeuilly-StGermainLay,23.8,1
12,11,PtAuteuil-StGermainLay,34.8,1
12,11,PtAuteuil-Versailles-Cht,33.2,1
12,11,PtChatillon-Versailles-Cht,37.5,1
12,11,StGermainLay-PontNeuilly,19.0,1
12,11,StGermainLay-PtAuteuil,36.2,1
12,11,Versailles-Cht-PtAuteuil,31.8,1
12,11,Versailles-Cht-PtChatillon,40.5,1
12,12,PontNeuilly-StGermainLay,24.7,1
12,12,PtAuteuil-StGermainLay,34.7,1
12,12,PtAuteuil-Versailles-Cht,34.7,1
12,12,PtChatillon-Versailles-Cht,39.7,1
12,12,StGermainLay-PontNeuilly,20.0,1
12,12,StGermainLay-PtAuteuil,37.7,1
12,12,Versailles-Cht-PtAuteuil,33.0,1
12,12,Versailles-Cht-PtChatillon,43.0,1
12,13,PontNeuilly-StGermainLay,23.0,1
12,13,PtAuteuil-StGermainLay,34.5,1
12,13,PtAuteuil-Versailles-Cht,33.5,1
12,13,PtChatillon-Versailles-Cht,39.0,1
12,13,StGermainLay-PontNeuilly,19.0,1
12,13,StGermainLay-PtAuteuil,35.5,1
12,13,Versailles-Cht-PtAuteuil,30.0,1
12,13,Versailles-Cht-PtChatillon,43.8,1
12,14,PontNeuilly-StGermainLay,24.0,1
12,14,PtAuteuil-StGermainLay,34.5,1
12,14,PtAuteuil-Versailles-Cht,35.8,1
12,14,PtChatillon-Versailles-Cht,41.0,1
12,14,StGermainLay-PontNeuilly,19.0,1
12,14,StGermainLay-PtAuteuil,35.0,1
12,14,Versailles-Cht-PtAuteuil,29.8,1
12,14,Versailles-Cht-PtChatillon,42.2,1
12,15,PontNeuilly-StGermainLay,25.5,1
12,15,PtAuteuil-StGermainLay,39.2,1
12,15,PtAuteuil-Versailles-Cht,36.8,1
12,15,PtChatillon-Versailles-Cht,42.5,1
12,15,StGermainLay-PontNeuilly,19.2,1
12,15,StGermainLay-PtAuteuil,34.2,1
12,15,Versailles-Cht-PtAuteuil,31.0,1
12,15,Versailles-Cht-PtChatillon,44.0,1
12,16,PontNeuilly-StGermainLay,29.8,2
12,16,PtAuteuil-StGermainLay,48.0,2
12,16,PtAuteuil-Versailles-Cht,37.2,2
12,16,PtChatillon-Versailles-Cht,40.2,2
12,16,StGermainLay-PontNeuilly,20.0,2
12,16,StGermainLay-PtAuteuil,34.2,2
12,16,Versailles-Cht-PtAuteuil,32.5,2
12,16,Versailles-Cht-PtChatillon,52.5,2
12,17,PontNeuilly-StGermainLay,36.5,2
12,17,PtAuteuil-StGermainLay,52.8,2
12,17,PtAuteuil-Versailles-Cht,42.0,2
12,17,PtChatillon-Versailles-Cht,47.2,2
12,17,StGermainLay-PontNeuilly,20.5,2
12,17,StGermainLay-PtAuteuil,36.2,2
12,17,Versailles-Cht-PtAuteuil,35.8,2
12,17,Versailles-Cht-PtChatillon,60.0,2
12,18,PontNeuilly-StGermainLay,35.0,2
12,18,PtAuteuil-StGermainLay,51.2,2
12,18,PtAuteuil-Versailles-Cht,43.8,2
12,18,PtChatillon-Versailles-Cht,45.5,2
12,18,StGermainLay-PontNeuilly,20.2,2
12,18,StGermainLay-PtAuteuil,38.0,2
12,18,Versailles-Cht-PtAuteuil,34.2,2
12,18,Versailles-Cht-PtChatillon,53.0,2
12,19,PontNeuilly-StGermainLay,31.5,2
12,19,PtAuteuil-StGermainLay,41.8,2
12,19,PtAuteuil-Versailles-Cht,38.2,2
12,19,PtChatillon-Versailles-Cht,42.8,2
12,19,StGermainLay-PontNeuilly,19.0,2
12,19,StGermainLay-PtAuteuil,33.8,2
12,19,Versailles-Cht-PtAuteuil,29.2,2
12,19,Versailles-Cht-PtChatillon,45.0,2
12,20,PontNeuilly-StGermainLay,23.0,-1
12,20,PtAuteuil-StGermainLay,28.5,-1
12,20,PtAuteuil-Versailles-Cht,29.8,-1
12,20,PtChatillon-Versailles-Cht,33.0,-1
12,20,StGermainLay-PontNeuilly,18.0,-1
12,20,StGermainLay-PtAuteuil,29.8,-1
12,20,Versailles-Cht-PtAuteuil,26.5,-1
12,20,Versailles-Cht-PtChatillon,33.2,-1
12,21,PontNeuilly-StGermainLay,19.0,-1
12,21,PtAuteuil-StGermainLay,27.5,-1
12,21,PtAuteuil-Versailles-Cht,27.2,-1
12,21,PtChatillon-Versailles-Cht,30.0,-1
12,21,StGermainLay-PontNeuilly,17.5,-1
12,21,StGermainLay-PtAuteuil,29.2,-1
12,21,Versailles-Cht-PtAuteuil,26.0,-1
12,21,Versailles-Cht-PtChatillon,31.0,-1
13,6,PontNeuilly-StGermainLay,20.0,0
13,6,PtAuteuil-StGermainLay,25.5,0
13,6,PtAuteuil-Versailles-Cht,26.8,0
13,6,PtChatillon-Versailles-Cht,29.8,0
13,6,StGermainLay-PontNeuilly,20.2,0
13,6,StGermainLay-PtAuteuil,34.2,0
13,6,Versailles-Cht-PtAuteuil,27.8,0
13,6,Versailles-Cht-PtChatillon,33.8,0
13,7,PontNeuilly-StGermainLay,26.0,0
13,7,PtAuteuil-StGermainLay,34.0,0
13,7,PtAuteuil-Versailles-Cht,33.8,0
13,7,PtChatillon-Versailles-Cht,38.5,0
13,7,StGermainLay-PontNeuilly,28.5,0
13,7,StGermainLay-PtAuteuil,53.5,0
13,7,Versailles-Cht-PtAuteuil,38.8,0
13,7,Versailles-Cht-PtChatillon,55.8,0
13,8,PontNeuilly-StGermainLay,32.0,0
13,8,PtAuteuil-StGermainLay,42.8,0
13,8,PtAuteuil-Versailles-Cht,38.8,0
13,8,PtChatillon-Versailles-Cht,44.5,0
13,8,StGermainLay-PontNeuilly,26.8,0
13,8,StGermainLay-PtAuteuil,51.5,0
13,8,Versailles-Cht-PtAuteuil,44.0,0
13,8,Versailles-Cht-PtChatillon,62.5,0
13,9,PontNeuilly-StGermainLay,28.8,0
13,9,PtAuteuil-StGermainLay,35.5,0
13,9,PtAuteuil-Versailles-Cht,34.8,0
13,9,PtChatillon-Versailles-Cht,39.5,0
13,9,StGermainLay-PontNeuilly,22.8,0
13,9,StGermainLay-PtAuteuil,40.2,0
13,9,Versailles-Cht-PtAuteuil,35.5,0
13,9,Versailles-Cht-PtChatillon,53.5,0
13,10,PontNeuilly-StGermainLay,23.2,1
13,10,PtAuteuil-StGermainLay,29.8,1
13,10,PtAuteuil-Versailles-Cht,32.2,1
13,10,PtChatillon-Versailles-Cht,36.5,1
13,10,StGermainLay-PontNeuilly,19.5,1
13,10,StGermainLay-PtAuteuil,36.8,1
13,10,Versailles-Cht-PtAuteuil,33.5,1
13,10,Versailles-Cht-PtChatillon,43.8,1
13,11,PontNeuilly-StGermainLay,22.8,1
13,11,PtAuteuil-StGermainLay,30.2,1
13,11,PtAuteuil-Versailles-Cht,33.0,1
13,11,PtChatillon-Versailles-Cht,36.0,1
13,11,StGermainLay-PontNeuilly,21.8,1
13,11,StGermainLay-PtAuteuil,38.8,1
13,11,Versailles-Cht-PtAuteuil,33.2,1
13,11,Versailles-Cht-PtChatillon,41.0,1
13,12,PontNeuilly-StGermainLay,23.5,1
13,12,PtAuteuil-StGermainLay,34.0,1
13,12,PtAuteuil-Versailles-Cht,34.0,1
13,12,PtChatillon-Versailles-Cht,37.5,1
13,12,StGermainLay-PontNeuilly,19.5,1
13,12,StGermainLay-PtAuteuil,36.0,1
13,12,Versailles-Cht-PtAuteuil,32.0,1
13,12,Versailles-Cht-PtChatillon,42.5,1
13,13,PontNeuilly-StGermainLay,23.2,1
13,13,PtAuteuil-StGermainLay,34.8,1
13,13,PtAuteuil-Versailles-Cht,34.0,1
13,13,PtChatillon-Versailles-Cht,38.2,1
13,13,StGermainLay-PontNeuilly,19.0,1
13,13,StGermainLay-PtAuteuil,33.2,1
13,13,Versailles-Cht-PtAuteuil,29.8,1
13,13,Versailles-Cht-PtChatillon,42.0,1
13,14,PontNeuilly-StGermainLay,23.5,1
13,14,PtAuteuil-StGermainLay,35.0,1
13,14,PtAuteuil-Versailles-Cht,35.2,1
13,14,PtChatillon-Versailles-Cht,40.2,1
13,14,StGermainLay-PontNeuilly,18.8,1
13,14,StGermainLay-PtAuteuil,32.8,1
13,14,Versailles-Cht-PtAuteuil,29.5,1
13,14,Versailles-Cht-PtChatillon,42.8,1
13,15,PontNeuilly-StGermainLay,24.8,1
13,15,PtAuteuil-StGermainLay,36.0,1
13,15,PtAuteuil-Versailles-Cht,37.0,1
13,15,PtChatillon-Versailles-Cht,42.5,1
13,15,StGermainLay-PontNeuilly,18.8,1
13,15,StGermainLay-PtAuteuil,33.8,1
13,15,Versailles-Cht-PtAuteuil,30.8,1
13,15,Versailles-Cht-PtChatillon,46.5,1
13,16,PontNeuilly-StGermainLay,29.0,2
13,16,PtAuteuil-StGermainLay,41.8,2
13,16,PtAuteuil-Versailles-Cht,37.8,2
13,16,PtChatillon-Versailles-Cht,43.0,2
13,16,StGermainLay-PontNeuilly,19.5,2
13,16,StGermainLay-PtAuteuil,35.5,2
13,16,Versailles-Cht-PtAuteuil,32.5,2
13,16,Versailles-Cht-PtChatillon,51.5,2
13,17,PontNeuilly-StGermainLay,37.0,2
13,17,PtAuteuil-StGermainLay,51.5,2
13,17,PtAuteuil-Versailles-Cht,44.5,2
13,17,PtChatillon-Versailles-Cht,49.0,2
13,17,StGermainLay-PontNeuilly,20.8,2
13,17,StGermainLay-PtAuteuil,37.8,2
13,17,Versailles-Cht-PtAuteuil,34.2,2
13,17,Versailles-Cht-PtChatillon,57.2,2
13,18,PontNeuilly-StGermainLay,35.8,2
13,18,PtAuteuil-StGermainLay,52.5,2
13,18,PtAuteuil-Versailles-Cht,46.0,2
13,18,PtChatillon-Versailles-Cht,50.2,2
13,18,StGermainLay-PontNeuilly,20.5,2
13,18,StGermainLay-PtAuteuil,38.5,2
13,18,Versailles-Cht-PtAuteuil,35.0,2
13,18,Versailles-Cht-PtChatillon,55.5,2
13,19,PontNeuilly-StGermainLay,31.5,2
13,19,PtAuteuil-StGermainLay,40.5,2
13,19,PtAuteuil-Versailles-Cht,39.0,2
13,19,PtChatillon-Versailles-Cht,43.5,2
13,19,StGermainLay-PontNeuilly,18.8,2
13,19,StGermainLay-PtAuteuil,35.5,2
13,19,Versailles-Cht-PtAuteuil,30.8,2
13,19,Versailles-Cht-PtChatillon,48.0,2
13,20,PontNeuilly-StGermainLay,21.8,-1
13,20,PtAuteuil-StGermainLay,30.8,-1
13,20,PtAuteuil-Versailles-Cht,32.0,-1
13,20,PtChatillon-Versailles-Cht,34.5,-1
13,20,StGermainLay-PontNeuilly,18.0,-1
13,20,StGermainLay-PtAuteuil,31.0,-1
13,20,Versailles-Cht-PtAuteuil,27.0,-1
13,20,Versailles-Cht-PtChatillon,34.2,-1
13,21,PontNeuilly-StGermainLay,19.8,-1
13,21,PtAuteuil-StGermainLay,27.0,-1
13,21,PtAuteuil-Versailles-Cht,29.0,-1
13,21,PtChatillon-Versailles-Cht,32.8,-1
13,21,StGermainLay-PontNeuilly,18.0,-1
13,21,StGermainLay-PtAuteuil,30.0,-1
13,21,Versailles-Cht-PtAuteuil,26.0,-1
13,21,Versailles-Cht-PtChatillon,31.2,-1
14,6,PontNeuilly-StGermainLay,19.5,0
14,6,PtAuteuil-StGermainLay,26.0,0
14,6,PtAuteuil-Versailles-Cht,27.0,0
14,6,PtChatillon-Versailles-Cht,30.0,0
14,6,StGermainLay-PontNeuilly,18.2,0
14,6,StGermainLay-PtAuteuil,32.0,0
14,6,Versailles-Cht-PtAuteuil,26.8,0
14,6,Versailles-Cht-PtChatillon,32.8,0
14,7,PontNeuilly-StGermainLay,24.8,0
14,7,PtAuteuil-StGermainLay,32.2,0
14,7,PtAuteuil-Versailles-Cht,32.2,0
14,7,PtChatillon-Versailles-Cht,36.8,0
14,7,StGermainLay-PontNeuilly,23.5,0
14,7,StGermainLay-PtAuteuil,42.2,0
14,7,Versailles-Cht-PtAuteuil,33.5,0
14,7,Versailles-Cht-PtChatillon,46.8,0
14,8,PontNeuilly-StGermainLay,27.0,0
14,8,PtAuteuil-StGermainLay,36.5,0
14,8,PtAuteuil-Versailles-Cht,35.5,0
14,8,PtChatillon-Versailles-Cht,40.0,0
14,8,StGermainLay-PontNeuilly,22.8,0
14,8,StGermainLay-PtAuteuil,40.8,0
14,8,Versailles-Cht-PtAuteuil,39.0,0
14,8,Versailles-Cht-PtChatillon,53.2,0
14,9,PontNeuilly-StGermainLay,25.2,0
14,9,PtAuteuil-StGermainLay,35.5,0
14,9,PtAuteuil-Versailles-Cht,33.8,0
14,9,PtChatillon-Versailles-Cht,38.0,0
14,9,StGermainLay-PontNeuilly,19.8,0
14,9,StGermainLay-PtAuteuil,36.2,0
14,9,Versailles-Cht-PtAuteuil,32.5,0
14,9,Versailles-Cht-PtChatillon,41.0,0
14,10,PontNeuilly-StGermainLay,23.8,1
14,10,PtAuteuil-StGermainLay,34.2,1
14,10,PtAuteuil-Versailles-Cht,33.5,1
14,10,PtChatillon-Versailles-Cht,37.0,1
14,10,StGermainLay-PontNeuilly,19.0,1
14,10,StGermainLay-PtAuteuil,34.2,1
14,10,Versailles-Cht-PtAuteuil,31.2,1
14,10,Versailles-Cht-PtChatillon,43.0,1
14,11,PontNeuilly-StGermainLay,22.5,1
14,11,PtAuteuil-StGermainLay,34.8,1
14,11,PtAuteuil-Versailles-Cht,34.0,1
14,11,PtChatillon-Versailles-Cht,38.5,1
14,11,StGermainLay-PontNeuilly,19.0,1
14,11,StGermainLay-PtAuteuil,33.8,1
14,11,Versailles-Cht-PtAuteuil,30.8,1
14,11,Versailles-Cht-PtChatillon,41.8,1
14,12,PontNeuilly-StGermainLay,23.8,1
14,12,PtAuteuil-StGermainLay,35.5,1
14,12,PtAuteuil-Versailles-Cht,35.2,1
14,12,PtChatillon-Versailles-Cht,39.2,1
14,12,StGermainLay-PontNeuilly,19.5,1
14,12,StGermainLay-PtAuteuil,33.8,1
14,12,Versailles-Cht-PtAuteuil,32.5,1
14,12,Versailles-Cht-PtChatillon,43.2,1
14,13,PontNeuilly-StGermainLay,23.2,1
14,13,PtAuteuil-StGermainLay,37.2,1
14,13,PtAuteuil-Versailles-Cht,36.0,1
14,13,PtChatillon-Versailles-Cht,38.8,1
14,13,StGermainLay-PontNeuilly,18.5,1
14,13,StGermainLay-PtAuteuil,32.2,1
14,13,Versailles-Cht-PtAuteuil,31.0,1
14,13,Versailles-Cht-PtChatillon,44.8,1
14,14,PontNeuilly-StGermainLay,24.5,1
14,14,PtAuteuil-StGermainLay,36.5,1
14,14,PtAuteuil-Versailles-Cht,36.0,1
14,14,PtChatillon-Versailles-Cht,39.8,1
14,14,StGermainLay-PontNeuilly,18.5,1
